Kaysville Police Dept,UT,12,      28153,          12,           0,           3,           0,           9,         290,          55,         222,          13,          42.6,            .0,          10.7,            .0,          32.0,       1030.1,         195.4,         788.5,          46.2
Layton Police Dept,UT,12,      69420,          84,           0,          33,           7,          44,       1908,         326,       1513,          69,         121.0,            .0,          47.5,          10.1,          63.4,       2748.5,         469.6,       2179.5,          99.4
Lehi Police Dept,UT,12,      49375,          18,           0,           4,           3,          11,         653,         126,         498,          29,          36.5,            .0,           8.1,           6.1,          22.3,       1322.5,         255.2,       1008.6,          58.7
Logan Police Dept,UT,12,      49672,          32,           0,           1,           3,          28,       1047,         206,         805,          36,          64.4,            .0,           2.0,           6.0,          56.4,       2107.8,         414.7,       1620.6,          72.5
Alpine Police Dept,UT,12,      26123,           7,           0,           2,           1,           4,         201,          64,         130,           7,          26.8,            .0,           7.7,           3.8,          15.3,         769.4,         245.0,         497.6,          26.8
Murray Police Dept,UT,12,      48276,         145,           2,          23,          36,          84,       2348,         362,       1764,         222,         300.4,           4.1,          47.6,          74.6,         174.0,       4863.7,         749.9,       3654.0,         459.9
North Ogden Police Dept,UT,12,      17838,           7,           0,           4,           1,           2,         286,          64,         211,          11,          39.2,            .0,          22.4,           5.6,          11.2,       1603.3,         358.8,       1182.9,          61.7
North Logan Police Dept,UT,12,      12496,          11,           0,           8,           0,           3,         275,          66,         203,           6,          88.0,            .0,          64.0,            .0,          24.0,       2200.7,         528.2,       1624.5,          48.0
North Salt Lake Police Dept,UT,12,      16831,          24,           0,           9,           4,          11,         477,          58,         383,          36,         142.6,            .0,          53.5,          23.8,          65.4,       2834.1,         344.6,       2275.6,         213.9
Ogden Police Dept,UT,12,      85083,         353,           2,          25,          96,         230,       4001,         734,       3051,         216,         414.9,           2.4,          29.4,         112.8,         270.3,       4702.5,         862.7,       3585.9,         253.9
Orem Police Dept,UT,12,      91953,          41,           2,          11,          21,           7,       2168,         203,       1887,          78,          44.6,           2.2,          12.0,          22.8,           7.6,       2357.7,         220.8,       2052.1,          84.8
Payson Police Dept,UT,12,      19052,          16,           2,           3,           1,          10,         574,          82,         477,          15,          84.0,          10.5,          15.7,           5.2,          52.5,       3012.8,         430.4,       2503.7,          78.7
Pleasant Grove Police Dept,UT,12,      34900,          10,           0,           1,           2,           7,         516,          68,         427,          21,          28.7,            .0,           2.9,           5.7,          20.1,       1478.5,         194.8,       1223.5,          60.2
Provo Police Dept,UT,12,     116879,         149,           0,          36,          19,          94,       2465,         301,       2051,         113,         127.5,            .0,          30.8,          16.3,          80.4,       2109.0,         257.5,       1754.8,          96.7
Roy Police Dept,UT,12,      37900,          43,           1,          24,           7,          11,         772,         113,         636,          23,         113.5,           2.6,          63.3,          18.5,          29.0,       2036.9,         298.2,       1678.1,          60.7
Salt Lake City Police Dept,UT,12,     192465,       1300,           8,         122,         316,         854,      14357,       1824,      10827,       1706,         675.4,           4.2,          63.4,         164.2,         443.7,       7459.5,         947.7,       5625.4,         886.4
Salt Lake County Sheriff Office,UT,12,,         694,           5,         112,         169,         408,      10118,       1667,       7617,         834,,,,,,,,,
Sandy City Police Dept,UT,12,      90405,         147,           2,          24,          35,          86,       2663,         453,       2068,         142,         162.6,           2.2,          26.5,          38.7,          95.1,       2945.6,         501.1,       2287.5,         157.1
Santaquin Police Dept,UT,12,      10934,           0,           0,           0,           0,           0,         145,          33,         110,           2,            .0,            .0,            .0,            .0,            .0,       1326.1,         301.8,       1006.0,          18.3
South Jordan Police Dept,UT,12,      52071,          23,           0,           4,          10,           9,       1029,         173,         797,          59,          44.2,            .0,           7.7,          19.2,          17.3,       1976.1,         332.2,       1530.6,         113.3
South Ogden Police Dept,UT,12,      16986,          13,           0,           5,           2,           6,         319,          99,         208,          12,          76.5,            .0,          29.4,          11.8,          35.3,       1878.0,         582.8,       1224.5,          70.6
South Salt Lake Police Dept,UT,12,      24340,         208,           3,          51,          30,         124,       1574,         241,       1127,         206,         854.6,          12.3,         209.5,         123.3,         509.4,       6466.7,         990.1,       4630.2,         846.3
Spanish Fork Police Dept,UT,12,      36141,          14,           0,           7,           3,           4,         485,          82,         393,          10,          38.7,            .0,          19.4,           8.3,          11.1,       1342.0,         226.9,       1087.4,          27.7
Springville Police Dept,UT,12,      30690,          35,           0,           4,           7,          24,         680,          66,         598,          16,         114.0,            .0,          13.0,          22.8,          78.2,       2215.7,         215.1,       1948.5,          52.1
St. George Police Dept,UT,12,      75780,         155,           0,          27,          23,         105,       1561,         307,       1167,          87,         204.5,            .0,          35.6,          30.4,         138.6,       2059.9,         405.1,       1540.0,         114.8
Summit County Sheriff Office,UT,12,,          34,           0,           5,           3,          26,         483,          65,         399,          19,,,,,,,,,
Syracuse Police Dept,UT,12,      25090,          10,           0,           5,           0,           5,         226,          27,         195,           4,          39.9,            .0,          19.9,            .0,          19.9,         900.8,         107.6,         777.2,          15.9
Tooele Police Dept,UT,12,      32641,          96,           0,          15,          17,          64,       1396,         214,       1112,          70,         294.1,            .0,          46.0,          52.1,         196.1,       4276.8,         655.6,       3406.8,         214.5
Utah County Sheriff Office,UT,12,,          19,           0,           3,           0,          16,         288,          48,         230,          10,,,,,,,,,
Weber County Sheriff Department,UT,12,,          40,           0,           6,           5,          29,         923,         179,         698,          46,,,,,,,,,
West Jordan Police Dept,UT,12,     107103,         199,           2,          24,          33,         140,       2966,         474,       2264,         228,         185.8,           1.9,          22.4,          30.8,         130.7,       2769.3,         442.6,       2113.9,         212.9
West Valley Police Dept,UT,12,     133725,         599,           1,          90,         120,         388,       5569,         940,       3972,         657,         447.9,            .7,          67.3,          89.7,         290.1,       4164.5,         702.9,       2970.3,         491.3
Woods Cross Police Dept,UT,12,      10066,          13,           0,           7,           1,           5,         242,          68,         155,          19,         129.1,            .0,          69.5,           9.9,          49.7,       2404.1,         675.5,       1539.8,         188.8

"Notes: When data are unavailable, the cells are blank or the year is not presented."

              Variations in population coverage and reporting practices may cause differences in reporting from year to year. (See definitions)

              MSA and non-MSA county populations are not available.

"           Rates are the number of reported offenses per 100,000 population"

          Crime rates are not available for agencies that report data for less than 12 months of a year.

"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data" 
Date of download: Jan 29 2016 
